sentence,entity1,entity1_label,entity2,entity2_label,relation
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the Gulf of Papua,FAC,the North Coast,LOC,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the Gulf of Papua,FAC,the South-West Coast,LOC,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the Gulf of Papua,FAC,frizzly,GPE,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the Gulf of Papua,FAC,Seligman Papuan,PERSON,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the North Coast,LOC,the South-West Coast,LOC,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the North Coast,LOC,frizzly,GPE,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the North Coast,LOC,Seligman Papuan,PERSON,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the South-West Coast,LOC,frizzly,GPE,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",the South-West Coast,LOC,Seligman Papuan,PERSON,
"The interior of the continent, the low sago swamps and deltas of the Gulf of Papua--probably the greater part of the North Coast and of the South-West Coast of New Guinea, are inhabited by a ""relatively tall, dark-skinned, frizzly-haired"" race, called by Dr. Seligman Papuan, and in the hills more especially by pygmy tribes.",frizzly,GPE,Seligman Papuan,PERSON,
"[] As we shall also not meet them in the following account, it will be better to pass to the tribes who inhabit the accessible parts of New Guinea.",New Guinea,GPE,,,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",The Eastern Papuasians,WORK_OF_ART,frizzly,GPE,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",The Eastern Papuasians,WORK_OF_ART,New Guinea,GPE,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",The Eastern Papuasians,WORK_OF_ART,Melanesian,NORP,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",The Eastern Papuasians,WORK_OF_ART,Papuo-Melanesians,LAW,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",frizzly,GPE,New Guinea,GPE,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",frizzly,GPE,Melanesian,NORP,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",frizzly,GPE,Papuo-Melanesians,LAW,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",New Guinea,GPE,Melanesian,NORP,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",New Guinea,GPE,Papuo-Melanesians,LAW,
"""The Eastern Papuasians, that is, the generally smaller, lighter coloured, frizzly-haired races of the eastern peninsula of New Guinea and its archipelagoes now require a name, and since the true Melanesian element is dominant in them, they may be called Papuo-Melanesians.",Melanesian,NORP,Papuo-Melanesians,LAW,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",Eastern Papuasians,NORP,A. C. Haddon,PERSON,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",Eastern Papuasians,NORP,Melanesian,NORP,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",Eastern Papuasians,NORP,New Guinea,GPE,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",A. C. Haddon,PERSON,Melanesian,NORP,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",A. C. Haddon,PERSON,New Guinea,GPE,
"With regard to these Eastern Papuasians, Dr. A. C. Haddon first recognised that they came into the country as the result of a 'Melanesian migration into New Guinea,' and further, 'That a single wandering would not account for certain puzzling facts.'""",Melanesian,NORP,New Guinea,GPE,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Western,NORP,Eastern,ORG,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Western,NORP,Seligman,PERSON,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Western,NORP,Massim,ORG,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Eastern,ORG,Seligman,PERSON,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Eastern,ORG,Massim,ORG,
"[] The Papuo-Melanesians again can be divided into two groups, a Western and an Eastern one, which, following Dr. Seligman's terminology, we shall call the Western Papuo-Melanesians and the Massim respectively.",Seligman,PERSON,Massim,ORG,
"If we glance at a map and follow the orographical features of Eastern New Guinea and its coast line, we see at once that the high main range of mountains drops off between the th and th meridians, and again that the fringing reef disappears at the same point, that is, at the west end of Orangerie Bay.",Eastern New Guinea,LOC,Orangerie Bay,LOC,
"This means that the extreme East End of New Guinea, with its archipelagoes, in other words, the Massim country, is the most easily accessible area, and might be expected to be inhabited by a homogeneous stock of people, consisting of immigrants almost unmixed with the autochtons (Cf. Map II).",East End,LOC,Massim,NORP,
"""Indeed, while the condition actually existing in the Massim area suggests that there was no slow mingling of the invaders with a previous stock, the geographical features of the territory of the Western Papuo-Melanesians with its hills, mountains and swamps, are such that invaders could not have speedily overrun the country, nor failed to have been influenced by the original inhabitants...""",Massim,NORP,,,
"[] I shall assume that the reader is acquainted with the quoted work of Dr. Seligman, where a thorough account is given of all the main types of Papuo-Melanesian sociology and culture one after the other.",Seligman,PERSON,Papuo-Melanesian,ORG,
"But the tribes of the Eastern Papuo-Melanesian or Massim area, must be described here somewhat more in detail, as it is within this fairly homogeneous area that the Kula takes place.",Kula,EVENT,,,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Kula,EVENT,Massim,ORG,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Kula,EVENT,Kula,EVENT,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Kula,EVENT,Massim,NORP,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Massim,ORG,Kula,EVENT,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Massim,ORG,Massim,NORP,
"Indeed, the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap, and we can speak about the Kula type of culture and the Massim culture almost synonymously.",Kula,EVENT,Massim,NORP,
"The adjacent Map III shows the Kula district, that is, the easternmost end of the main island and the archipelagoes lying to its East and North-East.",Kula,EVENT,East,LOC,
"The adjacent Map III shows the Kula district, that is, the easternmost end of the main island and the archipelagoes lying to its East and North-East.",Kula,EVENT,North-East,LOC,
"The adjacent Map III shows the Kula district, that is, the easternmost end of the main island and the archipelagoes lying to its East and North-East.",East,LOC,North-East,LOC,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,the Trobriands,LOCATION,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,the Marshall Bennets,ORG,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,Woodlarks,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,Murua,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,Laughlans,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",C. G. Seligman,PERSON,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,the Marshall Bennets,ORG,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,Woodlarks,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,Murua,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,Laughlans,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Trobriands,LOCATION,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Marshall Bennets,ORG,Woodlarks,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Marshall Bennets,ORG,Murua,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Marshall Bennets,ORG,Laughlans,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Marshall Bennets,ORG,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",the Marshall Bennets,ORG,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Woodlarks,PERSON,Murua,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Woodlarks,PERSON,Laughlans,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Woodlarks,PERSON,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Woodlarks,PERSON,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Murua,PERSON,Laughlans,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Murua,PERSON,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Murua,PERSON,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Laughlans,NORP,Nada,PERSON,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Laughlans,NORP,Massim,NORP,
"As Professor C. G. Seligman says: ""This area can be divided into two parts, a small northern portion comprising the Trobriands, the Marshall Bennets, the Woodlarks (Murua), as well as a number of smaller islands such as the Laughlans (Nada), and a far larger southern portion comprising the remainder of the Massim domain"" (op.",Nada,PERSON,Massim,NORP,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the North the Amphletts,ORG,the Trobriands,LOCATION,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the North the Amphletts,ORG,Marshall Bennet Group,ORG,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the North the Amphletts,ORG,Woodlark Island,GPE,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the North the Amphletts,ORG,the Laughlan Group,ORG,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the Trobriands,LOCATION,Marshall Bennet Group,ORG,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the Trobriands,LOCATION,Woodlark Island,GPE,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",the Trobriands,LOCATION,the Laughlan Group,ORG,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",Marshall Bennet Group,ORG,Woodlark Island,GPE,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",Marshall Bennet Group,ORG,the Laughlan Group,ORG,
"This division is represented on Map III by the thick line isolating to the North the Amphletts, the Trobriands, the small Marshall Bennet Group, Woodlark Island and the Laughlan Group.",Woodlark Island,GPE,the Laughlan Group,ORG,
"The Southern portion, I found convenient to divide further into two divisions by a vertical line, leaving to the East Misima, Sud-Est Island and Rossel Island.",Southern,NORP,Sud-Est,PERSON,
"The Southern portion, I found convenient to divide further into two divisions by a vertical line, leaving to the East Misima, Sud-Est Island and Rossel Island.",Southern,NORP,Rossel Island,GPE,
"The Southern portion, I found convenient to divide further into two divisions by a vertical line, leaving to the East Misima, Sud-Est Island and Rossel Island.",Sud-Est,PERSON,Rossel Island,GPE,
"In this excluded area, only the natives of Misima enter into the Kula, but their participation will play a very small part only in the following account.",Misima,GPE,Kula,EVENT,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,Sariba,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,Basilaki,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,South,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,Wari,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,East,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",the East End,LOC,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,Basilaki,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,South,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,Wari,ORG,
